invoice_number,invoice_date,invoice_type,direction,product_code,product_name,quantity,unit_price,total_value,partner_cui,partner_name,linked_invoice
FC1731,2024-10-31,factura,issued,P002,Curea trapezoidala B68,26,21.98,571.48,RO56789012,SC Utilaje Campiei SRL,
FC2055,2024-10-31,factura,issued,P010,Bolt piston 80mm,15,18.45,276.75,RO11223344,SC Agro Suceava SRL,
FC2055,2024-10-31,factura,issued,P013,Termostat motor 82C,6,32.51,195.06,RO11223344,SC Agro Suceava SRL,
FC2055,2024-10-31,factura,issued,P016,Injector motor diesel Perkins,15,145.76,2186.4,RO11223344,SC Agro Suceava SRL,
FC2182,2024-10-31,factura,issued,P026,Buton contact pornire,6,8.87,53.22,RO33445566,SC Agro Moldova SRL,
FC2182,2024-10-31,factura,issued,P008,Garnitura chiulasa U650,2,96.06,192.12,RO33445566,SC Agro Moldova SRL,
FC2182,2024-10-31,factura,issued,P022,Filtru combustibil universal,32,24.31,777.92,RO33445566,SC Agro Moldova SRL,
RF5424,2024-10-31,factura,received,P006,POMPA HIDRO. ANGRENAJ GP1 80CC,21,282.65,5935.65,RO40000004,SC Agro Import SRL,
FC1086,2024-11-01,factura,issued,P006,Pompa hidraulica seria 1,1,540.99,540.99,RO12345678,SC Agro Muntenia SRL,
FC1086,2024-11-01,factura,issued,P005,Disc frictiune ambreiaj U650,8,224.14,1793.12,RO12345678,SC Agro Muntenia SRL,
FC1086,2024-11-01,factura,issued,P024,Garnitura capac distributie,21,16.21,340.41,RO12345678,SC Agro Muntenia SRL,
RF5371,2024-11-02,factura,received,P016,INJECTOR ASS. PERKINS 3.152,39,72.22,2816.58,RO40000004,SC Agro Import SRL,
RF5151,2024-11-03,factura,received,P025,CABLU AMBREIAJ L=1200 TRACTORAS,54,12.76,689.04,RO40000003,SC Auto Parts Distribution SA,
FC1087,2024-11-04,factura,issued,P024,Garnitura capac distributie,24,15.86,380.64,RO12345678,SC Agro Muntenia SRL,
FC1087,2024-11-04,factura,issued,P005,Disc frictiune ambreiaj U650,4,224.37,897.48,RO12345678,SC Agro Muntenia SRL,
FC1323,2024-11-04,factura,issued,P004,Bujie tractor U650,30,12.87,386.1,RO78901234,SC Holding Cereale SRL,
FC1323,2024-11-04,factura,issued,P017,Pompa injectie Lucas DPC,1,827.8,827.8,RO78901234,SC Holding Cereale SRL,
FC1323,2024-11-04,factura,issued,P016,Injector motor diesel Perkins,7,148.37,1038.59,RO78901234,SC Holding Cereale SRL,
FC1942,2024-11-04,factura,issued,P013,Termostat motor 82C,12,32.93,395.16,RO90123456,SC Bazele Agriculturii SRL,
FC1942,2024-11-04,factura,issued,P009,Filtru aer motor John Deere,10,61.86,618.6,RO90123456,SC Bazele Agriculturii SRL,
FC1942,2024-11-04,factura,issued,P001,Rulment 6205-2RS SKF,30,28.03,840.9,RO90123456,SC Bazele Agriculturii SRL,
FC2121,2024-11-05,factura,issued,P010,Bolt piston 80mm,12,18.85,226.2,RO22334455,SC Utilaje Iasi SRL,
RF5124,2024-11-05,factura,received,P020,RULMENT RADIAL 6307-2Z SKF,74,19.5,1443.0,RO40000001,SC Rulmenti SA Barlad,
FC1088,2024-11-06,factura,issued,P025,Cablu ambreiaj U651,13,28.44,369.72,RO12345678,SC Agro Muntenia SRL,
FC1088,2024-11-06,factura,issued,P006,Pompa hidraulica seria 1,3,532.12,1596.36,RO12345678,SC Agro Muntenia SRL,
FC1088,2024-11-06,factura,issued,P007,Furtun hidraulic 1/2 1m,35,36.98,1294.3,RO12345678,SC Agro Muntenia SRL,
FC1088,2024-11-06,factura,issued,P024,Garnitura capac distributie,19,15.58,296.02,RO12345678,SC Agro Muntenia SRL,
RF5197,2024-11-06,factura,received,P017,POMPA INJECTIE LUCAS DPC 4CIL,9,411.0,3699.0,RO40000004,SC Agro Import SRL,
FC1570,2024-11-07,factura,issued,P022,Filtru combustibil universal,21,24.62,517.02,RO45678901,SC Agroservice Dobrogea SRL,
FC1469,2024-11-08,factura,issued,P011,Semering ax roata 50x72x10,31,9.78,303.18,RO34567890,SC Tehnica Agricola SA,
FC1469,2024-11-08,factura,issued,P019,Bieleta directie tractor,7,71.96,503.72,RO34567890,SC Tehnica Agricola SA,
FC1469,2024-11-08,factura,issued,P002,Curea trapezoidala B68,24,23.2,556.8,RO34567890,SC Tehnica Agricola SA,
FC2056,2024-11-08,factura,issued,P009,Filtru aer motor John Deere,9,62.48,562.32,RO11223344,SC Agro Suceava SRL,
RF5600,2024-11-08,factura,received,P012,LANT SIMPLU 428H 128 ZALE,66,25.99,1715.34,RO40000003,SC Auto Parts Distribution SA,
FC1089,2024-11-11,factura,issued,P024,Garnitura capac distributie,20,15.58,311.6,RO12345678,SC Agro Muntenia SRL,
FC1089,2024-11-11,factura,issued,P004,Bujie tractor U650,61,12.97,791.17,RO12345678,SC Agro Muntenia SRL,
FC1089,2024-11-11,factura,issued,P003,Filtru ulei hidraulic JCB,22,84.19,1852.18,RO12345678,SC Agro Muntenia SRL,
FC1324,2024-11-11,factura,issued,P012,Lant transmisie 428H-128L,7,56.91,398.37,RO78901234,SC Holding Cereale SRL,
FC1324,2024-11-11,factura,issued,P017,Pompa injectie Lucas DPC,2,796.46,1592.92,RO78901234,SC Holding Cereale SRL,
FC1324,2024-11-11,factura,issued,P021,Placuta frana set 4buc,4,90.11,360.44,RO78901234,SC Holding Cereale SRL,
FC1656,2024-11-11,factura,issued,P004,Bujie tractor U650,30,13.11,393.3,RO23456789,SC Ferma Verde SRL,
FC1656,2024-11-11,factura,issued,P017,Pompa injectie Lucas DPC,1,805.6,805.6,RO23456789,SC Ferma Verde SRL,
FC1656,2024-11-11,factura,issued,P012,Lant transmisie 428H-128L,7,57.54,402.78,RO23456789,SC Ferma Verde SRL,
FC1802,2024-11-11,factura,issued,P008,Garnitura chiulasa U650,3,102.05,306.15,RO67890123,SC Agrotrans Olt SRL,
FC1869,2024-11-11,factura,issued,P008,Garnitura chiulasa U650,3,101.29,303.87,RO89012345,SC Piese Tractor Nord SRL,
FC1869,2024-11-11,factura,issued,P020,Rulment roata fata 6307,14,41.44,580.16,RO89012345,SC Piese Tractor Nord SRL,
FC1869,2024-11-11,factura,issued,P026,Buton contact pornire,4,9.47,37.88,RO89012345,SC Piese Tractor Nord SRL,
FC1869,2024-11-11,factura,issued,P004,Bujie tractor U650,22,13.05,287.1,RO89012345,SC Piese Tractor Nord SRL,
FC1869,2024-11-11,factura,issued,P025,Cablu ambreiaj U651,7,28.7,200.9,RO89012345,SC Piese Tractor Nord SRL,
RF5447,2024-11-11,factura,received,P023,RADIATOR RACIRE 4-CIL. TRACTOR T,13,154.8,2012.4,RO40000002,SC Hidraulica Industriala SRL,
RF5491,2024-11-11,factura,received,P013,TERMOSTAT 82 GRADE UNIVERSAL,68,15.47,1051.96,RO40000003,SC Auto Parts Distribution SA,
FC1090,2024-11-13,factura,issued,P025,Cablu ambreiaj U651,7,28.33,198.31,RO12345678,SC Agro Muntenia SRL,
FC1090,2024-11-13,factura,issued,P004,Bujie tractor U650,73,12.98,947.54,RO12345678,SC Agro Muntenia SRL,
FC1571,2024-11-13,factura,issued,P019,Bieleta directie tractor,5,72.86,364.3,RO45678901,SC Agroservice Dobrogea SRL,
FC1571,2024-11-13,factura,issued,P011,Semering ax roata 50x72x10,24,9.57,229.68,RO45678901,SC Agroservice Dobrogea SRL,
FC2183,2024-11-13,factura,issued,P019,Bieleta directie tractor,7,71.0,497.0,RO33445566,SC Agro Moldova SRL,
RF5070,2024-11-13,factura,received,P004,BUJIE M14x1.25 ECH. U650,374,6.14,2296.36,RO40000003,SC Auto Parts Distribution SA,
RF5294,2024-11-13,factura,received,P008,GARNITURA CHIULASA D-110 6 CIL,33,50.75,1674.75,RO40000004,SC Agro Import SRL,
FC2000,2024-11-14,factura,issued,P019,Bieleta directie tractor,8,73.08,584.64,RO01234567,SC Mecanica Campului SRL,
FC2000,2024-11-14,factura,issued,P023,Radiator apa tractor 4 cilindri,2,320.05,640.1,RO01234567,SC Mecanica Campului SRL,
FC2000,2024-11-14,factura,issued,P011,Semering ax roata 50x72x10,42,9.23,387.66,RO01234567,SC Mecanica Campului SRL,
RF5322,2024-11-14,factura,received,P002,CUREA B-68 LA TRAPEZ,84,11.28,947.52,RO40000003,SC Auto Parts Distribution SA,
RF5544,2024-11-16,factura,received,P021,KIT PLACUTE FRANA FATA 4BUC,46,41.67,1916.82,RO40000003,SC Auto Parts Distribution SA,
RF5247,2024-11-17,factura,received,P003,FILTRU HIDRAULIC BT8459 / P550228,75,42.29,3171.75,RO40000005,SC Pompe si Filtre SRL,
FC1091,2024-11-18,factura,issued,P004,Bujie tractor U650,77,12.66,974.82,RO12345678,SC Agro Muntenia SRL,
FC1091,2024-11-18,factura,issued,P025,Cablu ambreiaj U651,15,28.65,429.75,RO12345678,SC Agro Muntenia SRL,
FC1091,2024-11-18,factura,issued,P026,Buton contact pornire,9,9.38,84.42,RO12345678,SC Agro Muntenia SRL,
FC1325,2024-11-18,factura,issued,P016,Injector motor diesel Perkins,5,151.54,757.7,RO78901234,SC Holding Cereale SRL,
FC1325,2024-11-18,factura,issued,P013,Termostat motor 82C,9,33.79,304.11,RO78901234,SC Holding Cereale SRL,
FC1470,2024-11-18,factura,issued,P020,Rulment roata fata 6307,11,40.8,448.8,RO34567890,SC Tehnica Agricola SA,
FC1470,2024-11-18,factura,issued,P001,Rulment 6205-2RS SKF,22,28.51,627.22,RO34567890,SC Tehnica Agricola SA,
FC1470,2024-11-18,factura,issued,P002,Curea trapezoidala B68,19,22.34,424.46,RO34567890,SC Tehnica Agricola SA,
FC1470,2024-11-18,factura,issued,P024,Garnitura capac distributie,10,15.98,159.8,RO34567890,SC Tehnica Agricola SA,
FC1657,2024-11-18,factura,issued,P004,Bujie tractor U650,34,12.85,436.9,RO23456789,SC Ferma Verde SRL,
FC1657,2024-11-18,factura,issued,P025,Cablu ambreiaj U651,4,29.83,119.32,RO23456789,SC Ferma Verde SRL,
FC2122,2024-11-18,factura,issued,P021,Placuta frana set 4buc,5,88.84,444.2,RO22334455,SC Utilaje Iasi SRL,
FC2122,2024-11-18,factura,issued,P007,Furtun hidraulic 1/2 1m,20,38.38,767.6,RO22334455,SC Utilaje Iasi SRL,
FC2122,2024-11-18,factura,issued,P020,Rulment roata fata 6307,9,41.11,369.99,RO22334455,SC Utilaje Iasi SRL,
FC2184,2024-11-18,factura,issued,P008,Garnitura chiulasa U650,1,99.45,99.45,RO33445566,SC Agro Moldova SRL,
FC2184,2024-11-18,factura,issued,P025,Cablu ambreiaj U651,10,29.02,290.2,RO33445566,SC Agro Moldova SRL,
FC2184,2024-11-18,factura,issued,P024,Garnitura capac distributie,7,15.72,110.04,RO33445566,SC Agro Moldova SRL,
RF5268,2024-11-18,factura,received,P007,FURTUN HID. SAE100R2 DN12 1.0M,99,17.36,1718.64,RO40000002,SC Hidraulica Industriala SRL,
RF5572,2024-11-18,factura,received,P010,BOLT PISTON D=80MM OTEL 42CrMo,84,9.32,782.88,RO40000004,SC Agro Import SRL,
FC1943,2024-11-19,factura,issued,P010,Bolt piston 80mm,14,18.96,265.44,RO90123456,SC Bazele Agriculturii SRL,
FC1943,2024-11-19,factura,issued,P013,Termostat motor 82C,5,32.83,164.15,RO90123456,SC Bazele Agriculturii SRL,
RF5040,2024-11-19,factura,received,P026,CONTACT CHEIE PORNIRE 2 POZITII,27,4.11,110.97,RO40000003,SC Auto Parts Distribution SA,
FC1732,2024-11-20,factura,issued,P020,Rulment roata fata 6307,10,43.21,432.1,RO56789012,SC Utilaje Campiei SRL,
FC1732,2024-11-20,factura,issued,P011,Semering ax roata 50x72x10,25,9.54,238.5,RO56789012,SC Utilaje Campiei SRL,
FC1870,2024-11-20,factura,issued,P008,Garnitura chiulasa U650,2,99.37,198.74,RO89012345,SC Piese Tractor Nord SRL,
FC1870,2024-11-20,factura,issued,P011,Semering ax roata 50x72x10,30,9.49,284.7,RO89012345,SC Piese Tractor Nord SRL,
FC1870,2024-11-20,factura,issued,P020,Rulment roata fata 6307,11,41.44,455.84,RO89012345,SC Piese Tractor Nord SRL,
RF5437,2024-11-20,factura,received,P015,ELECTROM. RECONDIT. 12V 2.2KW,17,150.8,2563.6,RO40000003,SC Auto Parts Distribution SA,
FC1092,2024-11-21,factura,issued,P023,Radiator apa tractor 4 cilindri,4,327.84,1311.36,RO12345678,SC Agro Muntenia SRL,
FC1092,2024-11-21,factura,issued,P025,Cablu ambreiaj U651,12,28.74,344.88,RO12345678,SC Agro Muntenia SRL,
FC1092,2024-11-21,factura,issued,P008,Garnitura chiulasa U650,8,100.47,803.76,RO12345678,SC Agro Muntenia SRL,
FC1572,2024-11-21,factura,issued,P017,Pompa injectie Lucas DPC,1,800.22,800.22,RO45678901,SC Agroservice Dobrogea SRL,
FC1572,2024-11-21,factura,issued,P023,Radiator apa tractor 4 cilindri,3,315.7,947.1,RO45678901,SC Agroservice Dobrogea SRL,
FC1803,2024-11-21,factura,issued,P010,Bolt piston 80mm,21,19.05,400.05,RO67890123,SC Agrotrans Olt SRL,
FC1803,2024-11-21,factura,issued,P024,Garnitura capac distributie,8,16.05,128.4,RO67890123,SC Agrotrans Olt SRL,
RF5224,2024-11-21,factura,received,P019,BIELETA DIRECTIE CAT.2 500MM,43,34.0,1462.0,RO40000002,SC Hidraulica Industriala SRL,
RF5346,2024-11-22,factura,received,P011,SEMERING NBR 50x72x10 DIN3760,184,4.14,761.76,RO40000001,SC Rulmenti SA Barlad,
RF5010,2024-11-23,factura,received,P024,GARNITURA CAPAC DISTRIBUTIE SET,77,7.03,541.31,RO40000004,SC Agro Import SRL,
RF5178,2024-11-23,factura,received,P022,FILTRU MOTORINA WF 8046 UNIV.,118,10.5,1239.0,RO40000005,SC Pompe si Filtre SRL,
RF5398,2024-11-23,factura,received,P001,RULMENT 6205-2RS/C3 DIN625,146,14.48,2114.08,RO40000001,SC Rulmenti SA Barlad,
FC1093,2024-11-25,factura,issued,P004,Bujie tractor U650,79,13.19,1042.01,RO12345678,SC Agro Muntenia SRL,
FC1093,2024-11-25,factura,issued,P026,Buton contact pornire,10,9.42,94.2,RO12345678,SC Agro Muntenia SRL,
FC1326,2024-11-25,factura,issued,P011,Semering ax roata 50x72x10,24,9.45,226.8,RO78901234,SC Holding Cereale SRL,
FC1326,2024-11-25,factura,issued,P001,Rulment 6205-2RS SKF,31,29.29,907.99,RO78901234,SC Holding Cereale SRL,
FC1326,2024-11-25,factura,issued,P007,Furtun hidraulic 1/2 1m,18,37.12,668.16,RO78901234,SC Holding Cereale SRL,
FC2057,2024-11-25,factura,issued,P013,Termostat motor 82C,8,33.42,267.36,RO11223344,SC Agro Suceava SRL,
FC2123,2024-11-25,factura,issued,P002,Curea trapezoidala B68,21,22.33,468.93,RO22334455,SC Utilaje Iasi SRL,
FC2123,2024-11-25,factura,issued,P003,Filtru ulei hidraulic JCB,10,82.92,829.2,RO22334455,SC Utilaje Iasi SRL,
FC2123,2024-11-25,factura,issued,P012,Lant transmisie 428H-128L,11,57.87,636.57,RO22334455,SC Utilaje Iasi SRL,
FC2123,2024-11-25,factura,issued,P019,Bieleta directie tractor,5,71.5,357.5,RO22334455,SC Utilaje Iasi SRL,
FC1471,2024-11-26,factura,issued,P015,Electromotor 12V 2.2kW recond.,4,303.54,1214.16,RO34567890,SC Tehnica Agricola SA,
FC1471,2024-11-26,factura,issued,P020,Rulment roata fata 6307,13,42.24,549.12,RO34567890,SC Tehnica Agricola SA,
FC1094,2024-11-28,factura,issued,P005,Disc frictiune ambreiaj U650,8,221.61,1772.88,RO12345678,SC Agro Muntenia SRL,
FC1327,2024-11-28,factura,issued,P010,Bolt piston 80mm,9,18.89,170.01,RO78901234,SC Holding Cereale SRL,
FC1095,2024-11-29,factura,issued,P024,Garnitura capac distributie,24,15.34,368.16,RO12345678,SC Agro Muntenia SRL,
FC1095,2024-11-29,factura,issued,P008,Garnitura chiulasa U650,6,98.67,592.02,RO12345678,SC Agro Muntenia SRL,
FC1871,2024-11-29,factura,issued,P005,Disc frictiune ambreiaj U650,1,220.88,220.88,RO89012345,SC Piese Tractor Nord SRL,
FC1944,2024-11-29,factura,issued,P010,Bolt piston 80mm,16,18.96,303.36,RO90123456,SC Bazele Agriculturii SRL,
FC1944,2024-11-29,factura,issued,P003,Filtru ulei hidraulic JCB,13,83.96,1091.48,RO90123456,SC Bazele Agriculturii SRL,
FC1944,2024-11-29,factura,issued,P001,Rulment 6205-2RS SKF,32,27.73,887.36,RO90123456,SC Bazele Agriculturii SRL,
FC1944,2024-11-29,factura,issued,P022,Filtru combustibil universal,38,23.39,888.82,RO90123456,SC Bazele Agriculturii SRL,
RF5467,2024-11-29,factura,received,P018,ARC SUPAPA MOTOR D110 SET 2BUC,167,2.96,494.32,RO40000004,SC Agro Import SRL,
RF5125,2024-11-30,factura,received,P020,RULMENT RADIAL 6307-2Z SKF,78,19.44,1516.32,RO40000001,SC Rulmenti SA Barlad,
FC1096,2024-12-02,factura,issued,P004,Bujie tractor U650,51,13.06,666.06,RO12345678,SC Agro Muntenia SRL,
FC1096,2024-12-02,factura,issued,P005,Disc frictiune ambreiaj U650,5,224.95,1124.75,RO12345678,SC Agro Muntenia SRL,
FC1096,2024-12-02,factura,issued,P025,Cablu ambreiaj U651,7,28.56,199.92,RO12345678,SC Agro Muntenia SRL,
FC1328,2024-12-02,factura,issued,P013,Termostat motor 82C,7,32.89,230.23,RO78901234,SC Holding Cereale SRL,
FC1328,2024-12-02,factura,issued,P017,Pompa injectie Lucas DPC,1,810.73,810.73,RO78901234,SC Holding Cereale SRL,
FC1573,2024-12-02,factura,issued,P007,Furtun hidraulic 1/2 1m,17,38.46,653.82,RO45678901,SC Agroservice Dobrogea SRL,
FC1573,2024-12-02,factura,issued,P006,Pompa hidraulica seria 1,1,560.8,560.8,RO45678901,SC Agroservice Dobrogea SRL,
FC1573,2024-12-02,factura,issued,P003,Filtru ulei hidraulic JCB,7,85.25,596.75,RO45678901,SC Agroservice Dobrogea SRL,
FC1658,2024-12-02,factura,issued,P008,Garnitura chiulasa U650,1,100.5,100.5,RO23456789,SC Ferma Verde SRL,
FC1733,2024-12-02,factura,issued,P002,Curea trapezoidala B68,22,23.15,509.3,RO56789012,SC Utilaje Campiei SRL,
FC1733,2024-12-02,factura,issued,P016,Injector motor diesel Perkins,3,155.62,466.86,RO56789012,SC Utilaje Campiei SRL,
FC1733,2024-12-02,factura,issued,P020,Rulment roata fata 6307,10,41.03,410.3,RO56789012,SC Utilaje Campiei SRL,
FC1804,2024-12-02,factura,issued,P009,Filtru aer motor John Deere,16,60.46,967.36,RO67890123,SC Agrotrans Olt SRL,
FC1804,2024-12-02,factura,issued,P026,Buton contact pornire,4,9.55,38.2,RO67890123,SC Agrotrans Olt SRL,
FC1804,2024-12-02,factura,issued,P018,Arc supapa motor D-110,31,6.83,211.73,RO67890123,SC Agrotrans Olt SRL,
FC2001,2024-12-02,factura,issued,P023,Radiator apa tractor 4 cilindri,1,326.33,326.33,RO01234567,SC Mecanica Campului SRL,
FC2001,2024-12-02,factura,issued,P006,Pompa hidraulica seria 1,2,558.16,1116.32,RO01234567,SC Mecanica Campului SRL,
FC2001,2024-12-02,factura,issued,P003,Filtru ulei hidraulic JCB,4,85.41,341.64,RO01234567,SC Mecanica Campului SRL,
FC2185,2024-12-02,factura,issued,P005,Disc frictiune ambreiaj U650,5,223.82,1119.1,RO33445566,SC Agro Moldova SRL,
FC2185,2024-12-02,factura,issued,P026,Buton contact pornire,3,9.59,28.77,RO33445566,SC Agro Moldova SRL,
FC2185,2024-12-02,factura,issued,P013,Termostat motor 82C,3,32.71,98.13,RO33445566,SC Agro Moldova SRL,
RF5071,2024-12-02,factura,received,P004,BUJIE M14x1.25 ECH. U650,247,6.26,1546.22,RO40000003,SC Auto Parts Distribution SA,
RF5295,2024-12-03,factura,received,P008,GARNITURA CHIULASA D-110 6 CIL,26,51.62,1342.12,RO40000004,SC Agro Import SRL,
FC1329,2024-12-04,factura,issued,P018,Arc supapa motor D-110,18,6.9,124.2,RO78901234,SC Holding Cereale SRL,
RF5152,2024-12-04,factura,received,P025,CABLU AMBREIAJ L=1200 TRACTORAS,75,12.91,968.25,RO40000003,SC Auto Parts Distribution SA,
RF5372,2024-12-04,factura,received,P016,INJECTOR ASS. PERKINS 3.152,22,73.14,1609.08,RO40000004,SC Agro Import SRL,
FC1097,2024-12-05,factura,issued,P004,Bujie tractor U650,54,12.71,686.34,RO12345678,SC Agro Muntenia SRL,
FC1097,2024-12-05,factura,issued,P005,Disc frictiune ambreiaj U650,6,215.08,1290.48,RO12345678,SC Agro Muntenia SRL,
RF5323,2024-12-06,factura,received,P002,CUREA B-68 LA TRAPEZ,71,11.49,815.79,RO40000003,SC Auto Parts Distribution SA,
FC1659,2024-12-07,storno,issued,P008,Garnitura chiulasa U650,-1,102.86,-102.86,RO23456789,SC Ferma Verde SRL,FC1658
RF5198,2024-12-07,factura,received,P017,POMPA INJECTIE LUCAS DPC 4CIL,5,418.85,2094.25,RO40000004,SC Agro Import SRL,
RF5518,2024-12-07,factura,received,P009,FILTRU AER PRIMAR JD AR50041,55,29.46,1620.3,RO40000005,SC Pompe si Filtre SRL,
RF5562,2024-12-08,factura,received,P014,ALT. RECONDIT. 14V/55A,27,197.82,5341.14,RO40000003,SC Auto Parts Distribution SA,
FC1098,2024-12-09,factura,issued,P025,Cablu ambreiaj U651,6,29.04,174.24,RO12345678,SC Agro Muntenia SRL,
FC1098,2024-12-09,factura,issued,P026,Buton contact pornire,11,9.24,101.64,RO12345678,SC Agro Muntenia SRL,
FC1098,2024-12-09,factura,issued,P008,Garnitura chiulasa U650,4,99.36,397.44,RO12345678,SC Agro Muntenia SRL,
FC1472,2024-12-09,factura,issued,P021,Placuta frana set 4buc,7,88.95,622.65,RO34567890,SC Tehnica Agricola SA,
FC2058,2024-12-09,factura,issued,P017,Pompa injectie Lucas DPC,1,804.19,804.19,RO11223344,SC Agro Suceava SRL,
FC2058,2024-12-09,factura,issued,P018,Arc supapa motor D-110,20,6.79,135.8,RO11223344,SC Agro Suceava SRL,
FC2058,2024-12-09,factura,issued,P016,Injector motor diesel Perkins,4,156.04,624.16,RO11223344,SC Agro Suceava SRL,
FC2124,2024-12-09,factura,issued,P001,Rulment 6205-2RS SKF,12,28.83,345.96,RO22334455,SC Utilaje Iasi SRL,
FC2124,2024-12-09,factura,issued,P021,Placuta frana set 4buc,6,91.44,548.64,RO22334455,SC Utilaje Iasi SRL,
FC2124,2024-12-09,factura,issued,P002,Curea trapezoidala B68,13,22.9,297.7,RO22334455,SC Utilaje Iasi SRL,
FC2124,2024-12-09,factura,issued,P011,Semering ax roata 50x72x10,23,9.72,223.56,RO22334455,SC Utilaje Iasi SRL,
RF5041,2024-12-09,factura,received,P026,CONTACT CHEIE PORNIRE 2 POZITII,59,4.08,240.72,RO40000003,SC Auto Parts Distribution SA,
FC1099,2024-12-10,factura,issued,P008,Garnitura chiulasa U650,8,101.35,810.8,RO12345678,SC Agro Muntenia SRL,
FC1099,2024-12-10,factura,issued,P022,Filtru combustibil universal,48,24.15,1159.2,RO12345678,SC Agro Muntenia SRL,
FC1099,2024-12-10,factura,issued,P026,Buton contact pornire,7,9.08,63.56,RO12345678,SC Agro Muntenia SRL,
FC1330,2024-12-10,factura,issued,P024,Garnitura capac distributie,9,15.47,139.23,RO78901234,SC Holding Cereale SRL,
FC1330,2024-12-10,factura,issued,P010,Bolt piston 80mm,6,18.55,111.3,RO78901234,SC Holding Cereale SRL,
FC1574,2024-12-10,factura,issued,P016,Injector motor diesel Perkins,7,150.03,1050.21,RO45678901,SC Agroservice Dobrogea SRL,
FC1574,2024-12-10,factura,issued,P007,Furtun hidraulic 1/2 1m,10,39.06,390.6,RO45678901,SC Agroservice Dobrogea SRL,
FC1574,2024-12-10,factura,issued,P019,Bieleta directie tractor,5,71.8,359.0,RO45678901,SC Agroservice Dobrogea SRL,
RF5269,2024-12-10,factura,received,P007,FURTUN HID. SAE100R2 DN12 1.0M,48,17.66,847.68,RO40000002,SC Hidraulica Industriala SRL,
RF5492,2024-12-10,factura,received,P013,TERMOSTAT 82 GRADE UNIVERSAL,32,15.5,496.0,RO40000003,SC Auto Parts Distribution SA,
FC1872,2024-12-11,factura,issued,P004,Bujie tractor U650,26,12.64,328.64,RO89012345,SC Piese Tractor Nord SRL,
